x,y
0.0,0.3587093545
0.5,0.6675643218518439
1.0,-0.03021561152950447
1.5,0.807805765114344
2.0,2.919404118347522
2.5,0.8660510256657799
3.0,-0.42142799476058324
3.5,3.2897324285350367
4.0,7.3747321460948125
4.5,5.413122737119075
5.0,0.8745205041813335
5.5,7.649690203113666
6.0,12.731763955179858
6.5,4.7720700165512575
7.0,2.735813952099223
7.5,6.7699271223062985
8.0,4.34744895642325
8.5,5.891343817473547
9.0,12.466940808207772
9.5,5.160914046674513
10.0,-0.9716549662543414
10.5,10.980008849078397
11.0,20.62210246580959
11.5,12.584927738511901
12.0,3.7256675280159683
12.5,17.123085931999
13.0,26.51737163412654
13.5,12.849802682242089
14.0,8.428042535477843
14.5,16.997818182782634
15.0,17.10997629396209
15.5,16.84419949037737
16.0,23.049937748673806
16.5,18.463572129457887
17.0,13.429767621342698
17.5,24.933220884291085
18.0,31.54865323595541
18.5,24.845168609627788
19.0,19.688310534835658
19.5,26.80675865219777
20.0,36.83342334470197
20.5,27.13699417283113
21.0,16.39902685635645
21.5,33.03993514022772
22.0,45.05263344987226
22.5,30.258146672507987
23.0,27.89565633415455
23.5,39.22534374349034
24.0,36.32295443350952
24.5,41.28718922103065
25.0,49.230889071807376
25.5,38.20048570113704
26.0,35.43679856926096
26.5,44.12483888317119
27.0,46.15568471114878
27.5,47.1630458649282
28.0,47.15498027614389
28.5,48.459255379616
29.0,54.49462625427567
29.5,51.060923930357774
30.0,45.83328164675342
30.5,57.150272802702915
31.0,67.12878756871066
31.5,58.33813581883059
32.0,51.304872888403914
32.5,64.77654089572475
33.0,77.19430183767369
33.5,66.1847194495204
34.0,57.17473201090131
34.5,73.97513874869367
35.0,83.74120374872105
35.5,72.28623343195491
36.0,72.23787567421454
36.5,79.33023404223658
37.0,77.21135922442076
37.5,83.4629976653487
38.0,91.5015846281024
38.5,84.4107120963686
39.0,84.64800620316957
39.5,92.9890701516769
40.0,90.15323807921932
40.5,96.4145521869238
41.0,107.2734673999531
41.5,96.35431272937792
42.0,91.08078719096824
42.5,105.84176371556447
43.0,113.59080892617393
43.5,109.38496766711413
44.0,106.6221898443359
44.5,114.126391540979
45.0,119.57125989648245
45.5,114.94032820646986
46.0,117.82382246973435
46.5,122.0034629581416
47.0,122.0023247245802
47.5,129.89773736096376
48.0,134.92243073194484
48.5,133.64483238550346
49.0,136.11197894764047
49.5,139.14501718452246
50.0,139.57639017749344
50.5,143.95431220140668
51.0,149.73548064238577
51.5,148.0459455473509
52.0,148.8436116529636
52.5,155.7269970466898
53.0,156.9133540457598
53.5,160.28470612839
54.0,169.41622456399708
54.5,165.83922770225018
55.0,161.94779979825194
55.5,175.86598360010925
56.0,180.79926624299512
56.5,176.79760307231282
57.0,183.6902312297676
57.5,182.01682433563954
58.0,176.91490703793454
58.5,191.1140325476291
59.0,202.50225571849424
59.5,194.30780138634412
60.0,193.45426868808846
60.5,205.11323779449447
61.0,206.5121472291519
61.5,209.772800773178
62.0,219.2565771953039
62.5,213.90823840029353
63.0,210.69653008963257
63.5,224.43358440064796
64.0,231.85654894616573
64.5,229.19293580961465
65.0,233.2285065257042
65.5,237.93784059839348
66.0,237.04737105101748
66.5,245.06477182181138
67.0,252.28022697022575
67.5,247.4161047893609
68.0,248.15771796807945
68.5,254.82203257074502
69.0,258.6441536574565
69.5,261.775230727659
70.0,266.1581097020947
70.5,269.76647874361913
71.0,273.3857808341645
71.5,278.6697899728647
72.0,282.1907990612475
72.5,286.53174050242205
73.0,292.430377320845
73.5,294.16719841744714
74.0,294.4285620553725
74.5,302.52046637778926
75.0,312.4337162576647
75.5,309.29925058389597
76.0,304.77957221396895
76.5,319.4240265366269
77.0,334.8192109864595
77.5,325.1298502695963
78.0,318.2206959401929
78.5,338.47939609748795
79.0,348.55200045276894
79.5,340.03117396545196
80.0,340.8666830487314
80.5,347.2808650782043
81.0,354.1632088523054
81.5,356.56011782173096
82.0,356.55601084204733
82.5,367.4868929973721
83.0,376.8782165795052
83.5,374.518741688781
84.0,375.5471606399319
84.5,385.36184717250427
85.0,391.15819566076743
85.5,392.697877071202
86.0,396.1799911169981
86.5,400.4294989176876
87.0,404.00171767124016
87.5,407.87779970804746
88.0,413.7986747980409
88.5,416.84026833762243
89.0,421.5200860365963
89.5,429.0097937289627
90.0,433.0247476555738
90.5,439.5373003715266
91.0,443.3480701411089
91.5,446.41211915993074
92.0,454.42780697999035
92.5,454.66279878875065
93.0,456.6344601389297
93.5,467.55156303506686
94.0,471.756814864291
94.5,475.94765152098176
95.0,484.2013546039059
95.5,484.24198645600586
96.0,486.39726692008554
96.5,496.55209499249463
97.0,500.92865561575184
97.5,504.9502641615155
98.0,513.0850352169074
98.5,514.1161468989434
99.0,518.5498302166185
99.5,518.3098968092215
